cell_type,n,nt,sc,dom_layer,layer_b_pct,tot,contra_pct,out_syn
SMP146,2,gaba,central,,,,55.72,6292.0
SMP147,2,gaba,central,,,,74.36,2578.0
SMP151,4,gaba,central,,,,46.2,5242.0
SMP152,2,acetylcholine,central,,,,11.99,2110.0
SMP153a,2,acetylcholine,central,,,,4.33,1961.0
SMP153b,2,acetylcholine,central,,,,7.71,2257.0
SMP155,4,gaba,central,,,,43.31,5992.0
SMP156,2,acetylcholine,central,,,,52.19,274.0
SMP157,2,acetylcholine,central,,,,13.64,2500.0
SMP158,2,acetylcholine,central,,,,50.86,1272.0
SMP159,2,glutamate,central,,,,11.06,3643.0
SMP160,4,glutamate,central,,,,43.21,3761.0
SMP161,2,glutamate,central,,,,39.31,2689.0
SMP162a,4,glutamate,central,,,,45.82,3003.0
SMP162b,4,glutamate,central,,,,39.33,4045.0
SMP162c,2,glutamate,central,,,,51.25,3592.0
SMP163,2,gaba,central,,,,5.17,6128.0
SMP164,2,gaba,central,,,,7.64,3206.0
SMP165,2,glutamate,central,,,,47.95,1706.0
SMP166,1,gaba,central,,,,9.78,276.0
SMP167,3,gaba,central,,,,6.4,344.0
SMP168,2,acetylcholine,central,,,,14.33,1996.0
SMP169,2,acetylcholine,central,,,,6.04,1027.0
SMP170,4,glutamate,central,,,,5.07,1577.0
SMP171,7,acetylcholine,central,,,,18.44,1117.0
SMP172,6,acetylcholine,central,,,,45.66,1141.0
SMP173,10,acetylcholine,central,,,,15.38,2204.0
SMP174,1,acetylcholine,central,,,,48.34,211.0
SMP175,2,acetylcholine,central,,,,6.16,3686.0
SMP176,2,acetylcholine,central,,,,2.43,2556.0
SMP177,2,acetylcholine,central,,,,36.27,11832.0
SMP178,2,acetylcholine,central,,,,41.26,3100.0
SMP179,2,acetylcholine,central,,,,41.52,1816.0
SMP180,2,acetylcholine,central,,,,40.86,1789.0
SMP181,2,dopamine,central,,,,50.96,1301.0
SMP182,2,acetylcholine,central,,,,44.78,1512.0
SMP183,2,acetylcholine,central,,,,16.31,3194.0
SMP184,2,acetylcholine,central,,,,74.43,1146.0
SMP185,2,acetylcholine,central,,,,6.03,3101.0
SMP186,2,acetylcholine,central,,,,49.77,3755.0
SMP187,2,acetylcholine,central,,,,44.72,369.0
SMP188,2,acetylcholine,central,,,,9.81,2009.0
SMP189,2,acetylcholine,central,,,,8.42,1877.0
SMP190,2,acetylcholine,central,,,,18.42,1895.0
SMP191,2,acetylcholine,central,,,,11.82,592.0
SMP192,2,acetylcholine,central,,,,38.42,2327.0
SMP193a,2,acetylcholine,central,,,,12.32,1039.0
SMP193b,4,acetylcholine,central,,,,21.79,1629.0
SMP194,4,acetylcholine,central,,,,7.08,989.0
SMP198,2,glutamate,central,,,,6.55,3421.0
SMP199,2,acetylcholine,central,,,,18.79,3779.0
SMP200,2,glutamate,central,,,,3.3,2059.0
SMP201,2,glutamate,central,,,,14.45,2837.0
SMP202,2,acetylcholine,central,,,,7.54,2295.0
SMP203,2,acetylcholine,central,,,,6.31,1982.0
SMP204,2,glutamate,central,,,,4.33,2771.0
SMP206,2,acetylcholine,central,,,,2.84,563.0
SMP207,4,glutamate,central,,,,1.15,1134.0
SMP208,7,glutamate,central,,,,2.38,1683.0
SMP210,6,glutamate,central,,,,3.87,2585.0
SMP213,2,gaba,central,,,,1.54,324.0
"SMP213,SMP214",8,glutamate,central,,,,1.16,1120.0
SMP215a,2,glutamate,central,,,,8.04,759.0
SMP215b,2,glutamate,central,,,,7.18,877.0
SMP215c,2,glutamate,central,,,,4.51,931.0
SMP217,6,glutamate,central,,,,9.96,743.0
SMP229,10,glutamate,central,,,,11.16,1093.0
SMP234,2,glutamate,central,,,,4.1,1245.0
SMP235,2,glutamate,central,,,,2.54,1497.0
SMP237,2,acetylcholine,central,,,,11.0,3901.0
SMP238,2,acetylcholine,central,,,,19.35,4955.0
SMP239,2,acetylcholine,central,,,,4.54,3104.0
SMP240,2,acetylcholine,central,,,,10.25,1356.0
SMP245,2,acetylcholine,central,,,,3.38,799.0
SMP246,5,acetylcholine,central,,,,5.21,1822.0
SMP248a,4,acetylcholine,central,,,,4.93,1318.0
SMP248b,6,acetylcholine,central,,,,2.86,2241.0
SMP248c,2,acetylcholine,central,,,,1.6,626.0
SMP249,2,glutamate,central,,,,18.78,1198.0
SMP250,2,glutamate,central,,,,7.64,1100.0
SMP251,2,acetylcholine,central,,,,50.25,2802.0
SMP252,2,acetylcholine,central,,,,58.46,2997.0
SMP253,2,acetylcholine,central,,,,8.06,1874.0
SMP254,2,acetylcholine,central,,,,59.71,2554.0
SMP255,2,acetylcholine,central,,,,5.57,2246.0
SMP256,2,acetylcholine,central,,,,6.05,1817.0
SMP257,2,acetylcholine,central,,,,9.96,1997.0
SMP258,3,acetylcholine,central,,,,23.17,1972.0
SMP261,13,acetylcholine,central,,,,38.83,2614.0
SMP262,9,acetylcholine,central,,,,37.7,2236.0
SMP266,2,glutamate,central,,,,2.05,877.0
SMP269,2,acetylcholine,central,,,,42.11,1572.0
SMP271,4,gaba,central,,,,3.94,5894.0
SMP272,2,acetylcholine,central,,,,45.45,2365.0
SMP273,2,acetylcholine,central,,,,57.77,2491.0
SMP276,2,glutamate,central,,,,22.22,855.0
SMP277,6,glutamate,central,,,,2.47,1859.0
SMP278a,3,glutamate,central,,,,2.47,933.0
SMP278b,2,glutamate,central,,,,4.55,483.0
SMP279_b,4,glutamate,central,,,,2.39,1256.0
SMP279_c,5,glutamate,central,,,,1.97,1114.0
SMP280,4,glutamate,central,,,,7.57,1070.0
SMP281,12,glutamate,central,,,,3.78,1402.0
SMP282,10,glutamate,central,,,,11.76,1343.0
SMP283,3,acetylcholine,central,,,,6.21,998.0
SMP284a,2,glutamate,central,,,,3.17,1230.0
SMP284b,2,glutamate,central,,,,2.96,1521.0
SMP285,2,gaba,central,,,,33.05,4015.0
SMP286,2,gaba,central,,,,33.36,3492.0
SMP291,2,acetylcholine,central,,,,4.31,4621.0
"SMP292,SMP293,SMP584",6,acetylcholine,central,,,,14.96,3121.0
SMP298,2,gaba,central,,,,25.37,946.0
SMP307,9,gaba,central,,,,28.85,3577.0
SMP311,2,acetylcholine,central,,,,7.07,1443.0
SMP312,5,acetylcholine,central,,,,3.43,3036.0
SMP313,2,acetylcholine,central,,,,2.4,1461.0
SMP314a,2,acetylcholine,central,,,,4.29,1330.0
SMP314b,2,acetylcholine,central,,,,7.14,1302.0
SMP315,5,acetylcholine,central,,,,7.41,1889.0
SMP317a,2,acetylcholine,central,,,,2.27,485.0
SMP317b,4,acetylcholine,central,,,,3.72,1638.0
SMP317c,2,acetylcholine,central,,,,3.13,734.0
SMP318,2,glutamate,central,,,,2.95,711.0
SMP319,8,acetylcholine,central,,,,3.83,4095.0
SMP320a,4,acetylcholine,central,,,,8.73,996.0
SMP320b,6,acetylcholine,central,,,,7.35,1619.0
SMP321_b,2,acetylcholine,central,,,,6.99,501.0
SMP323,4,acetylcholine,central,,,,7.44,941.0
SMP326a,4,acetylcholine,central,,,,6.51,799.0
SMP326b,6,acetylcholine,central,,,,2.99,1004.0
SMP328a,2,acetylcholine,central,,,,4.48,959.0
SMP328b,4,acetylcholine,central,,,,2.69,1225.0
SMP329,4,acetylcholine,central,,,,3.6,667.0
SMP330a,2,acetylcholine,central,,,,4.01,549.0
SMP330b,3,acetylcholine,central,,,,4.83,848.0
SMP331a,4,acetylcholine,central,,,,2.89,866.0
SMP331b,6,acetylcholine,central,,,,2.82,1452.0
SMP331c,2,acetylcholine,central,,,,3.17,315.0
SMP332a,2,acetylcholine,central,,,,7.66,235.0
SMP332b,4,acetylcholine,central,,,,3.73,563.0
SMP333,2,acetylcholine,central,,,,15.31,1613.0
SMP334,2,acetylcholine,central,,,,15.16,1247.0
SMP335,2,glutamate,central,,,,4.72,1038.0
SMP337,2,glutamate,central,,,,5.26,1960.0
"SMP338,SMP534",4,glutamate,central,,,,18.46,2627.0
SMP339,2,acetylcholine,central,,,,5.45,4388.0
SMP340,2,acetylcholine,central,,,,4.97,1610.0
SMP341,2,acetylcholine,central,,,,3.67,1662.0
SMP342,2,glutamate,central,,,,11.02,1071.0
SMP344a,2,glutamate,central,,,,6.84,1096.0
SMP344b,2,glutamate,central,,,,5.05,1109.0
SMP345,4,glutamate,central,,,,3.96,1490.0
SMP346,4,glutamate,central,,,,5.99,4405.0
SMP348a,2,acetylcholine,central,,,,3.12,576.0
SMP348b,2,acetylcholine,central,,,,4.32,532.0
SMP353,2,acetylcholine,central,,,,2.44,1026.0
SMP355,2,acetylcholine,central,,,,5.54,325.0
SMP356,2,acetylcholine,central,,,,11.54,390.0
SMP357,4,acetylcholine,central,,,,7.69,1391.0
SMP359,2,acetylcholine,central,,,,2.36,804.0
SMP360,4,acetylcholine,central,,,,5.92,1688.0
SMP361a,2,acetylcholine,central,,,,11.33,874.0
SMP361b,2,acetylcholine,central,,,,8.75,834.0
SMP362,4,acetylcholine,central,,,,4.02,1368.0
SMP368,2,acetylcholine,central,,,,45.04,2733.0
SMP369,2,acetylcholine,central,,,,15.79,1609.0
SMP370,2,glutamate,central,,,,36.74,4720.0
SMP371,4,glutamate,central,,,,31.39,8097.0
SMP372,2,acetylcholine,central,,,,4.33,1800.0
SMP373,2,acetylcholine,central,,,,34.8,977.0
SMP375,2,acetylcholine,central,,,,26.05,2407.0
SMP376,2,glutamate,central,,,,10.7,3793.0
SMP379,2,acetylcholine,central,,,,8.66,785.0
SMP381,14,acetylcholine,central,,,,15.89,4532.0
SMP383,2,acetylcholine,central,,,,56.72,9809.0
SMP384,2,dopamine,central,,,,52.24,2705.0
SMP385,2,acetylcholine,central,,,,40.53,2551.0
SMP386,2,acetylcholine,central,,,,40.47,3052.0
SMP387,2,acetylcholine,central,,,,23.32,2984.0
SMP388,2,acetylcholine,central,,,,2.34,2307.0
SMP389a,2,acetylcholine,central,,,,2.58,1320.0
SMP389b,2,acetylcholine,central,,,,3.32,2020.0
SMP389c,2,acetylcholine,central,,,,4.81,1040.0
SMP390,2,acetylcholine,central,,,,4.82,1473.0
SMP392,2,acetylcholine,central,,,,2.17,1659.0
SMP393a,2,acetylcholine,central,,,,6.34,1010.0
SMP393b,2,acetylcholine,central,,,,4.43,1491.0
SMP397,3,acetylcholine,central,,,,11.89,2128.0
SMP398,4,acetylcholine,central,,,,8.04,3207.0
SMP399a,3,acetylcholine,central,,,,17.78,855.0
SMP399b,3,acetylcholine,central,,,,7.68,1068.0
SMP404a,2,acetylcholine,central,,,,2.87,974.0
SMP404b,2,acetylcholine,central,,,,1.82,1096.0
SMP405,5,acetylcholine,central,,,,5.34,2172.0
SMP406,11,acetylcholine,central,,,,6.46,4334.0
SMP407,2,acetylcholine,central,,,,4.08,883.0
SMP408_a,4,acetylcholine,central,,,,4.01,698.0
SMP408_b,6,acetylcholine,central,,,,5.37,1229.0
SMP408_c,8,acetylcholine,central,,,,8.66,1606.0
SMP408_d,10,acetylcholine,central,,,,9.71,2400.0
SMP409,10,acetylcholine,central,,,,8.49,2296.0
SMP410,5,acetylcholine,central,,,,1.81,1657.0
SMP411a,2,acetylcholine,central,,,,5.37,689.0
SMP411b,2,acetylcholine,central,,,,3.58,643.0
SMP413,4,acetylcholine,central,,,,1.95,1491.0
"SMP416,SMP417",3,acetylcholine,central,,,,4.84,888.0
SMP418,2,glutamate,central,,,,11.61,784.0
SMP419,2,glutamate,central,,,,9.4,1021.0
SMP420,2,acetylcholine,central,,,,4.9,1388.0
SMP421,3,acetylcholine,central,,,,3.46,2628.0
SMP422,2,acetylcholine,central,,,,5.14,1480.0
SMP423,2,acetylcholine,central,,,,4.93,1014.0
SMP424,4,glutamate,central,,,,2.14,1636.0
SMP425,2,glutamate,central,,,,1.83,1968.0
SMP426,4,glutamate,central,,,,3.1,904.0
SMP427,9,acetylcholine,central,,,,12.98,3005.0
SMP428,4,acetylcholine,central,,,,1.5,799.0
SMP429,7,acetylcholine,central,,,,14.23,1490.0
SMP441,2,glutamate,central,,,,6.78,2315.0
SMP442,2,glutamate,central,,,,38.17,2075.0
SMP444,2,glutamate,central,,,,3.81,1445.0
SMP445,2,glutamate,central,,,,6.68,1363.0
SMP446a,2,glutamate,central,,,,44.19,1817.0
SMP446b,2,glutamate,central,,,,41.7,1614.0
SMP447,3,glutamate,central,,,,19.35,2666.0
SMP448,5,glutamate,central,,,,33.71,3414.0
SMP450,1,glutamate,central,,,,13.94,287.0
SMP451a,2,glutamate,central,,,,49.34,681.0
SMP451b,2,glutamate,central,,,,41.11,664.0
SMP452,9,glutamate,central,,,,42.71,1920.0
SMP453,2,glutamate,central,,,,55.07,681.0
SMP455,2,acetylcholine,central,,,,5.79,1797.0
SMP456,2,acetylcholine,central,,,,75.84,2227.0
SMP457,2,acetylcholine,central,,,,52.12,1416.0
SMP458,2,acetylcholine,central,,,,19.1,733.0
SMP459,5,acetylcholine,central,,,,37.04,2438.0
SMP460,3,acetylcholine,central,,,,37.96,1404.0
SMP461,9,acetylcholine,central,,,,44.37,2964.0
SMP469a,2,acetylcholine,central,,,,65.44,1279.0
SMP469b,2,acetylcholine,central,,,,59.18,730.0
SMP469c,2,acetylcholine,central,,,,62.25,1184.0
SMP470,2,acetylcholine,central,,,,52.15,6976.0
SMP471,2,acetylcholine,central,,,,44.44,3290.0
"SMP472,SMP473",4,acetylcholine,central,,,,43.12,3868.0
SMP476,2,acetylcholine,central,,,,56.83,827.0
SMP477,3,acetylcholine,central,,,,50.24,1672.0
SMP482,4,acetylcholine,central,,,,75.71,3450.0
SMP490,2,acetylcholine,central,,,,50.48,105.0
SMP492,2,acetylcholine,central,,,,44.9,2243.0
SMP493,2,acetylcholine,central,,,,45.34,2704.0
SMP494,2,glutamate,central,,,,9.18,2255.0
SMP495a,2,glutamate,central,,,,7.76,2074.0
SMP495b,2,glutamate,central,,,,4.42,1266.0
SMP495c,2,glutamate,central,,,,2.89,1175.0
SMP496,2,glutamate,central,,,,3.09,1487.0
"SMP501,SMP502",4,glutamate,central,,,,39.96,4302.0
SMP503,2,dopamine,central,,,,39.75,2825.0
SMP504,2,acetylcholine,central,,,,42.07,3943.0
SMP505,2,acetylcholine,central,,,,55.38,1087.0
SMP506,2,acetylcholine,central,,,,10.7,2569.0
SMP507,2,acetylcholine,central,,,,8.87,1579.0
SMP509a,2,acetylcholine,central,,,,50.83,1084.0
SMP509b,2,acetylcholine,central,,,,55.16,959.0
SMP510a,2,acetylcholine,central,,,,46.43,687.0
SMP510b,2,acetylcholine,central,,,,51.34,1381.0
SMP511,2,acetylcholine,central,,,,54.95,666.0
SMP512,2,acetylcholine,central,,,,46.48,2627.0
SMP513,2,acetylcholine,central,,,,54.97,2496.0
SMP514,2,acetylcholine,central,,,,48.7,2193.0
SMP515,2,acetylcholine,central,,,,51.95,1871.0
SMP516a,2,acetylcholine,central,,,,47.11,3099.0
SMP516b,2,acetylcholine,central,,,,49.43,3235.0
SMP517,4,acetylcholine,central,,,,50.71,3301.0
SMP518,4,acetylcholine,central,,,,63.27,2107.0
SMP519,3,acetylcholine,central,,,,50.23,1103.0
SMP520a,2,acetylcholine,central,,,,59.67,734.0
SMP520b,2,acetylcholine,central,,,,53.22,1490.0
SMP521,2,acetylcholine,central,,,,83.38,391.0
SMP522,2,acetylcholine,central,,,,46.42,349.0
"SMP523,SMP524",8,acetylcholine,central,,,,69.3,1658.0
SMP525,2,acetylcholine,central,,,,57.26,716.0
SMP526,2,acetylcholine,central,,,,57.4,669.0
SMP527,2,acetylcholine,central,,,,16.42,4122.0
SMP528,2,glutamate,central,,,,3.63,3307.0
SMP529,2,acetylcholine,central,,,,13.69,1972.0
SMP530,4,glutamate,central,,,,3.05,2425.0
SMP531,2,glutamate,central,,,,2.61,1650.0
SMP532a,2,glutamate,central,,,,2.34,1753.0
SMP532b,2,glutamate,central,,,,4.19,1051.0
SMP533,2,glutamate,central,,,,1.5,1133.0
SMP535,4,glutamate,central,,,,3.9,1874.0
SMP537,4,glutamate,central,,,,22.92,2304.0
"SMP538,SMP599",4,glutamate,central,,,,62.61,2439.0
SMP539,4,glutamate,central,,,,11.92,1418.0
SMP540,4,glutamate,central,,,,65.5,1765.0
SMP541,2,glutamate,central,,,,9.46,4069.0
SMP542,2,glutamate,central,,,,10.86,3277.0
SMP543,2,gaba,central,,,,41.05,3384.0
"SMP544,LAL134",4,gaba,central,,,,19.37,6370.0
SMP545,2,gaba,central,,,,40.5,5076.0
"SMP546,SMP547",4,acetylcholine,central,,,,14.65,2567.0
SMP549,2,acetylcholine,central,,,,4.45,3306.0
SMP550,2,acetylcholine,central,,,,11.82,4578.0
SMP552,2,glutamate,central,,,,1.94,1184.0
SMP553,2,glutamate,central,,,,35.59,2405.0
SMP554,2,gaba,central,,,,2.52,4647.0
"SMP555,SMP556",6,acetylcholine,central,,,,8.66,3651.0
SMP558,4,acetylcholine,central,,,,10.33,2895.0
SMP561,1,acetylcholine,central,,,,83.85,520.0
SMP562,2,acetylcholine,central,,,,48.62,508.0
SMP565,3,acetylcholine,central,,,,25.16,946.0
SMP566a,4,acetylcholine,central,,,,19.4,1768.0
SMP566b,4,acetylcholine,central,,,,15.54,1171.0
SMP567,4,acetylcholine,central,,,,11.9,1344.0
SMP568,20,acetylcholine,central,,,,40.91,11185.0
SMP569a,2,acetylcholine,central,,,,19.56,547.0
SMP569b,2,acetylcholine,central,,,,14.8,615.0
SMP570a,2,acetylcholine,central,,,,20.54,735.0
SMP570b,2,acetylcholine,central,,,,22.56,492.0
SMP571,2,acetylcholine,central,,,,27.32,355.0
SMP572,4,acetylcholine,central,,,,16.59,651.0
SMP573,2,acetylcholine,central,,,,13.05,452.0
SMP577,2,acetylcholine,central,,,,43.26,4004.0
SMP578,8,gaba,central,,,,3.58,1480.0
"SMP579,SMP583",4,glutamate,central,,,,4.82,3900.0
SMP580,2,acetylcholine,central,,,,3.29,1336.0
SMP582,2,acetylcholine,central,,,,60.7,939.0
SMP586,2,acetylcholine,central,,,,41.5,5646.0
SMP588,4,glutamate,central,,,,57.25,1689.0
SMP589,2,dopamine,central,,,,52.76,942.0
SMP590,5,serotonin,central,,,,69.04,478.0
SMP591,7,serotonin,central,,,,49.09,328.0
SMP592,8,glutamate,central,,,,66.41,512.0
SMP593,2,gaba,central,,,,54.26,8422.0
SMP594,2,gaba,central,,,,11.08,5020.0
SMP595,2,glutamate,central,,,,16.28,2911.0
SMP596,2,acetylcholine,central,,,,10.97,1769.0
SMP597,2,acetylcholine,central,,,,6.1,1803.0
SMP598,2,glutamate,central,,,,22.9,1236.0
SMP600,2,acetylcholine,central,,,,12.4,1113.0
"SMP602,SMP094",4,glutamate,central,,,,51.75,2371.0
SMP603,2,acetylcholine,central,,,,8.43,4997.0
SMP604,2,glutamate,central,,,,47.84,6296.0
SMP746,4,glutamate,central,,,,19.89,5491.0
SMPp&v1A_H01,2,glutamate,central,,,,44.01,4572.0
SMPp&v1A_P03,2,glutamate,central,,,,5.06,3282.0
SMPp&v1A_S02,2,glutamate,central,,,,3.58,1790.0
SMPp&v1A_S03,2,glutamate,central,,,,4.4,2909.0
SMPp&v1B_H01,2,dopamine,central,,,,85.65,1875.0
SMPp&v1B_M01,2,glutamate,central,,,,37.98,2625.0
SMPp&v1B_M02,2,dopamine,central,,,,62.29,1172.0
SPS100f,2,acetylcholine,central,,,,5.46,1355.0
SPm101_78-78,1,glutamate,optic,,,,0.53,188.0
Sm01,272,acetylcholine,optic,,,,0.3,25657.0
Sm02,389,acetylcholine,optic,,,,0.43,39225.0
Sm03,174,glutamate,optic,b,100.0,1.0,0.28,13467.0
Sm04,152,gaba,optic,,,,0.33,11573.0
Sm05,145,gaba,optic,c,14.29,7.0,0.33,20785.0
Sm06,157,gaba,optic,,,,0.34,30958.0
Sm07,318,gaba,optic,c,0.0,1.0,0.35,92892.0
Sm08,166,gaba,optic,,,,0.69,48212.0
Sm09,162,glutamate,optic,d,0.0,1.0,0.38,44959.0
Sm10,80,gaba,optic,,,,1.02,22020.0
Sm11,8,acetylcholine,optic,b,100.0,1.0,0.83,1922.0
Sm12,148,gaba,optic,,,,1.03,39485.0
Sm13,39,gaba,optic,,,,0.46,10119.0
Sm14,36,glutamate,optic,,,,1.12,6895.0
Sm15,116,glutamate,optic,,,,0.22,41637.0
Sm16,68,gaba,optic,,,,0.2,23210.0
Sm17,13,gaba,optic,,,,0.1,3870.0
Sm18,39,gaba,optic,,,,0.52,13552.0
Sm19,55,acetylcholine,optic,,,,0.66,30421.0
Sm20,59,acetylcholine,optic,,,,0.14,36155.0
Sm21,41,acetylcholine,optic,,,,0.19,18979.0
Sm22,48,glutamate,optic,a,0.0,1.0,0.54,19244.0
Sm23,41,gaba,optic,,,,0.27,14074.0
Sm24,8,glutamate,optic,,,,1.56,2560.0
Sm25,17,glutamate,optic,,,,0.28,8680.0
Sm26,20,acetylcholine,optic,,,,0.2,17996.0
Sm27,14,gaba,optic,,,,0.17,13519.0
Sm28,6,acetylcholine,optic,,,,0.1,4097.0
Sm29,10,glutamate,optic,,,,2.47,5354.0
Sm30,26,gaba,optic,,,,0.24,26874.0
Sm31,23,gaba,optic,,,,0.16,25728.0
Sm32,60,gaba,optic,,,,0.14,51698.0
Sm33,5,gaba,optic,,,,0.66,3022.0
Sm34,11,glutamate,optic,,,,2.54,6891.0
Sm35,6,gaba,optic,,,,0.36,9080.0
Sm36,6,gaba,optic,,,,0.16,19744.0
Sm37,2,gaba,optic,,,,0.27,4136.0
Sm38,4,gaba,optic,,,,0.27,11057.0
Sm39,2,gaba,optic,,,,0.16,8022.0
Sm40,4,gaba,optic,,,,0.2,30753.0
Sm41,2,gaba,optic,,,,0.22,23731.0
Sm42,2,gaba,optic,b,66.67,3.0,0.64,49420.0
Sm43,11,glutamate,optic,,,,0.51,977.0
SpsP,7,glutamate,central,,,,4.13,1210.0
T1,1396,acetylcholine,optic,a,50.0,4.0,0.02,15562.0
T2,1458,acetylcholine,optic,b,47.74,16436.0,0.34,377084.0
T2a,1782,acetylcholine,optic,b,26.58,666.0,0.38,500322.0
T3,1675,acetylcholine,optic,b,28.74,595.0,0.25,357104.0
T4a,1456,acetylcholine,optic,a,10.42,25532.0,9.9,239766.0
T4b,1506,acetylcholine,optic,b,71.91,26447.0,4.49,218956.0
T4c,1711,acetylcholine,optic,c,12.89,25017.0,3.39,243902.0
T4d,1571,acetylcholine,optic,d,12.25,20863.0,3.81,175036.0
T5a,1483,acetylcholine,optic,a,9.54,25491.0,10.97,246558.0
T5b,1514,acetylcholine,optic,b,71.47,24017.0,6.99,223891.0
T5c,1536,acetylcholine,optic,c,12.68,22895.0,4.36,243585.0
T5d,1469,acetylcholine,optic,d,11.76,20075.0,5.35,179442.0
TPMN1,63,acetylcholine,sensory,,,,23.17,11461.0
TPMN2,12,acetylcholine,sensory,,,,34.01,5299.0
TRN_VP1m,13,acetylcholine,sensory,,,,6.36,8267.0
TRN_VP2,7,acetylcholine,sensory,,,,6.45,6571.0
TRN_VP3a,7,acetylcholine,sensory,,,,9.32,4090.0
TRN_VP3b,2,acetylcholine,sensory,,,,15.43,1290.0
Tlp1,139,glutamate,optic,d,6.99,29667.0,1.35,80896.0
Tlp14,56,glutamate,optic,c,0.19,50944.0,0.19,55567.0
Tlp4,94,glutamate,optic,c,11.42,39513.0,0.27,69644.0
Tlp5,55,glutamate,optic,a,2.01,11154.0,1.22,37438.0
Tm1,1554,acetylcholine,optic,a,24.2,1182.0,1.07,1123515.0
Tm12,1,acetylcholine,optic,,,,0.0,123.0
Tm16,344,acetylcholine,optic,b,40.74,81.0,1.64,206008.0
Tm2,1552,acetylcholine,optic,b,30.53,1523.0,0.36,689747.0
Tm20,1495,acetylcholine,optic,a,24.4,336.0,0.26,271225.0
Tm21,1297,acetylcholine,optic,a,27.96,372.0,0.14,183447.0
Tm25,723,acetylcholine,optic,b,32.71,266.0,0.24,134834.0
Tm27,1135,acetylcholine,optic,a,22.18,10357.0,0.4,145189.0
Tm3,1756,acetylcholine,optic,b,29.66,1099.0,1.6,769301.0
Tm31,106,gaba,optic,b,50.0,36.0,1.82,33688.0
Tm32,166,glutamate,optic,d,18.52,27.0,5.24,33803.0
Tm33,116,glutamate,optic,b,42.31,26.0,0.34,31266.0
Tm34,71,glutamate,optic,d,26.67,15.0,1.36,28091.0
Tm35,118,glutamate,optic,b,53.85,13.0,2.37,54232.0
Tm36,281,acetylcholine,optic,c,15.83,120.0,0.51,69317.0
Tm37,237,acetylcholine,optic,a,34.62,26.0,0.73,39083.0
Tm4,1490,acetylcholine,optic,c,24.97,1634.0,2.3,564131.0
Tm40,41,acetylcholine,optic,c,28.57,7.0,4.33,6310.0
Tm5a,451,acetylcholine,optic,a,23.75,80.0,6.74,89990.0
Tm5b,447,acetylcholine,optic,c,23.08,104.0,1.52,99984.0
Tm5c,619,glutamate,optic,b,31.06,161.0,1.28,187105.0
Tm5d,338,glutamate,optic,a,14.08,71.0,0.41,75016.0
Tm5e,506,glutamate,optic,a,25.0,172.0,0.77,152384.0
Tm5f,801,acetylcholine,optic,c,19.49,236.0,0.62,214577.0
Tm6,1,acetylcholine,optic,,,,0.0,158.0
Tm7,485,acetylcholine,optic,a,25.42,118.0,1.8,116413.0
Tm8a,234,acetylcholine,optic,c,21.88,32.0,4.45,128406.0
Tm8b,126,acetylcholine,optic,a,25.0,16.0,10.38,35752.0
Tm9,1523,acetylcholine,optic,b,32.91,4370.0,19.81,248319.0
TmY10,449,acetylcholine,optic,a,23.16,95.0,5.6,164391.0
TmY11,373,acetylcholine,optic,d,17.14,560.0,3.12,166173.0
TmY14,370,glutamate,visual_projection,a,26.55,36151.0,0.52,108526.0
TmY15,257,gaba,optic,b,39.47,23998.0,0.64,180979.0
TmY16,150,gaba,optic,a,7.16,18617.0,0.22,77309.0
TmY18,1,acetylcholine,optic,a,12.5,8.0,0.0,104.0
TmY20,283,acetylcholine,optic,a,0.8,28292.0,1.88,83446.0
TmY3,736,acetylcholine,optic,a,11.11,1377.0,0.58,179978.0
TmY31,317,acetylcholine,optic,c,18.24,477.0,4.8,236276.0
TmY4,432,acetylcholine,optic,c,2.75,21790.0,0.98,118554.0
TmY5a,1175,glutamate,optic,d,13.72,17228.0,1.7,388898.0
TmY9,1,acetylcholine,optic,d,0.0,1.0,0.65,308.0
TmY9q,358,acetylcholine,optic,a,4.27,5197.0,2.27,110652.0
TmY9q__perp,377,acetylcholine,optic,a,9.05,8243.0,0.79,121438.0
TuBu01a,4,acetylcholine,central,,,,12.54,1435.0
TuBu01b,7,acetylcholine,central,,,,10.26,2222.0
TuBu02,11,acetylcholine,central,,,,13.26,2179.0
TuBu03,26,acetylcholine,central,,,,8.79,3855.0
TuBu04,9,acetylcholine,central,,,,17.07,1201.0
TuBu05,10,acetylcholine,central,,,,1.61,867.0
TuBu06a,2,acetylcholine,central,,,,11.4,693.0
TuBu06b,5,acetylcholine,central,,,,12.05,1585.0
TuBu07,17,acetylcholine,central,,,,14.49,2767.0
TuBu08,22,acetylcholine,central,,,,7.23,1342.0
"TuBu09,TuBu10",37,acetylcholine,central,,,,9.68,3203.0
TuTuAa,2,gaba,central,,,,12.24,9341.0
TuTuAb,2,gaba,central,,,,29.71,8684.0
TuTuB_a,2,gaba,central,,,,68.73,4368.0
TuTuB_b,2,gaba,central,,,,43.75,1959.0
VA1d_adPN,6,acetylcholine,central,,,,0.42,16944.0
VA1d_vPN,2,gaba,central,,,,0.25,2358.0
VA1v_adPN,9,acetylcholine,central,,,,2.23,20628.0
VA1v_vPN,4,gaba,central,,,,4.79,6494.0
VA2_adPN,2,acetylcholine,central,,,,0.19,22966.0
VA3_adPN,4,acetylcholine,central,,,,0.4,19717.0
VA4_lPN,2,acetylcholine,central,,,,0.22,12812.0
